"loan_amnt","term","int_rate","installment","grade","sub_grade","emp_length","home_ownership","annual_inc","verification_status","issue_d","purpose","addr_state","dti","delinq_2yrs","inq_last_6mths","loan_status_Binary"
21725," 60 months",20.89,586.4,"F","F1","10+ years","OWN",40000,"Verified","11-Nov","debt_consolidation","MI",15.12,3,2,"1"
30000," 60 months",19.42,785.17,"E","E3","8 years","MORTGAGE",98000,"Verified","11-Nov","credit_card","AZ",8.45,1,0,"0"
10000," 36 months",8.9,317.54,"A","A5","7 years","MORTGAGE",48000,"Not Verified","11-Oct","debt_consolidation","PA",16.38,0,0,"0"
18000," 60 months",19.03,467.23,"E","E2","10+ years","RENT",65000,"Verified","11-Nov","debt_consolidation","WI",21.62,0,3,"1"
10000," 36 months",7.9,312.91,"A","A4","9 years","RENT",66000,"Not Verified","11-Oct","credit_card","CA",12.75,0,0,"0"
27000," 60 months",10.65,582.35,"B","B2","9 years","MORTGAGE",61900,"Verified","11-Nov","debt_consolidation","NC",18.92,0,0,"0"
4200," 36 months",9.91,135.35,"B","B1","4 years","RENT",42000,"Not Verified","11-Oct","other","FL",20.83,1,0,"1"
10000," 36 months",7.9,312.91,"A","A4","2 years","RENT",57000,"Source Verified","11-Oct","debt_consolidation","MN",13.09,0,0,"0"
14000," 60 months",19.91,370.22,"E","E4","n/a","RENT",51713,"Verified","11-Nov","debt_consolidation","CA",20.05,0,1,"1"
2500," 36 months",8.9,79.39,"A","A5","2 years","RENT",31000,"Not Verified","11-Oct","other","MO",22.49,0,3,"0"
3500," 36 months",10.65,114.01,"B","B2","10+ years","RENT",55000,"Source Verified","11-Oct","small_business","LA",9.03,3,0,"1"
13000," 36 months",7.9,406.78,"A","A4","< 1 year","RENT",70000,"Source Verified","11-Oct","debt_consolidation","GA",17.03,0,0,"0"
20000," 60 months",12.69,451.9,"B","B5","4 years","RENT",55000,"Verified","11-Nov","debt_consolidation","MD",29.26,0,0,"0"
12000," 60 months",11.71,265.18,"B","B3","3 years","MORTGAGE",59800,"Not Verified","11-Nov","debt_consolidation","PA",13.55,0,2,"0"
4000," 36 months",7.9,125.17,"A","A4","7 years","MORTGAGE",57886,"Not Verified","11-Oct","debt_consolidation","CA",6.6,0,1,"0"
7500," 36 months",12.69,251.59,"B","B5","3 years","RENT",125000,"Not Verified","11-Oct","car","NJ",7.87,0,0,"0"
35000," 36 months",18.25,1269.73,"D","D5","10+ years","MORTGAGE",96000,"Verified","11-Nov","debt_consolidation","CA",14.42,0,1,"0"
12000," 60 months",14.27,280.91,"C","C2","10+ years","RENT",85000,"Verified","11-Nov","medical","NY",23.97,0,1,"1"
16500," 60 months",11.71,364.62,"B","B3","6 years","RENT",38400,"Verified","11-Nov","debt_consolidation","MT",5.81,0,0,"0"
8000," 36 months",12.69,268.36,"B","B5","6 years","OWN",95000,"Source Verified","11-Oct","debt_consolidation","AL",7.67,1,0,"0"
25000," 60 months",21.67,685.8,"F","F3","10+ years","MORTGAGE",60000,"Verified","11-Nov","debt_consolidation","GA",16.92,0,2,"0"
15000," 36 months",6.03,456.54,"A","A1","2 years","MORTGAGE",85000,"Not Verified","11-Oct","home_improvement","VA",4.72,0,0,"0"
10000," 36 months",11.71,330.76,"B","B3","5 years","MORTGAGE",98000,"Not Verified","11-Oct","major_purchase","FL",4.25,0,1,"0"
35000," 60 months",20.89,944.71,"F","F1","10+ years","OWN",77160,"Source Verified","11-Nov","debt_consolidation","TX",9.56,0,1,"0"
2500," 36 months",16.77,88.85,"D","D2","2 years","RENT",28200,"Not Verified","11-Oct","moving","CT",23.02,0,2,"0"
9750," 36 months",14.65,336.32,"C","C3","10+ years","MORTGAGE",69950,"Not Verified","11-Oct","debt_consolidation","OH",20.21,0,2,"0"
9000," 36 months",7.51,280,"A","A3","2 years","RENT",115000,"Not Verified","11-Oct","moving","NY",0.16,0,0,"0"
17500," 60 months",19.03,454.25,"E","E2","6 years","RENT",35004,"Verified","11-Nov","debt_consolidation","NY",11.59,0,2,"0"
5000," 36 months",7.9,156.46,"A","A4","n/a","MORTGAGE",86400,"Source Verified","11-Nov","credit_card","CA",11.11,0,2,"0"
2700," 36 months",7.9,84.49,"A","A4","3 years","MORTGAGE",88000,"Verified","11-Oct","renewable_energy","PA",26.82,0,1,"1"
6000," 36 months",13.49,203.59,"C","C1","10+ years","MORTGAGE",96000,"Source Verified","11-Oct","wedding","NM",3.76,4,1,"0"
9000," 36 months",6.62,276.34,"A","A2","4 years","MORTGAGE",96000,"Not Verified","11-Oct","home_improvement","FL",4.64,0,1,"0"
1000," 36 months",7.9,31.3,"A","A4","10+ years","RENT",28600,"Not Verified","11-Oct","other","NY",14.94,1,0,"0"
12000," 36 months",6.62,368.45,"A","A2","4 years","RENT",90000,"Source Verified","11-Oct","debt_consolidation","FL",10.75,0,0,"0"
2200," 36 months",7.9,68.84,"A","A4","n/a","MORTGAGE",31544,"Verified","11-Oct","other","CA",11.53,0,0,"0"
23100," 60 months",15.96,561.26,"C","C5","9 years","MORTGAGE",1e+05,"Verified","11-Nov","debt_consolidation","FL",17.98,0,3,"0"
1200," 36 months",12.69,40.26,"B","B5","< 1 year","RENT",28000,"Not Verified","11-Oct","debt_consolidation","NY",2.36,1,0,"0"
14000," 36 months",10.65,456.03,"B","B2","2 years","MORTGAGE",75000,"Verified","11-Oct","other","TX",19.01,0,2,"0"
20000," 60 months",10.65,431.37,"B","B2","2 years","MORTGAGE",53000,"Verified","11-Nov","debt_consolidation","PA",19.29,0,0,"0"
21000," 36 months",11.71,694.6,"B","B3","3 years","MORTGAGE",125000,"Verified","11-Nov","debt_consolidation","NY",11.53,0,0,"0"
16000," 60 months",18.25,408.48,"D","D5","10+ years","MORTGAGE",74000,"Verified","11-Nov","debt_consolidation","MA",23.25,0,0,"0"
8000," 36 months",8.9,254.03,"A","A5","10+ years","RENT",64000,"Not Verified","11-Nov","debt_consolidation","NY",14.38,0,1,"0"
5150," 36 months",7.9,161.15,"A","A4","7 years","RENT",68000,"Verified","11-Nov","debt_consolidation","AR",0,0,2,"0"
14000," 60 months",17.27,349.98,"D","D3","9 years","MORTGAGE",72000,"Verified","11-Oct","debt_consolidation","GA",20.35,0,1,"0"
3500," 36 months",6.62,107.47,"A","A2","3 years","RENT",36000,"Not Verified","11-Oct","other","CA",4.21,0,0,"0"
12000," 60 months",12.69,271.14,"B","B5","n/a","OWN",36000,"Verified","11-Nov","other","NY",4.8,0,0,"0"
3000," 36 months",14.27,102.93,"C","C2","1 year","MORTGAGE",120000,"Verified","11-Oct","home_improvement","AZ",16.86,0,3,"0"
30000," 36 months",17.27,1073.62,"D","D3","4 years","MORTGAGE",75000,"Verified","11-Oct","small_business","TX",9.22,0,1,"1"
6000," 36 months",10.65,195.44,"B","B2","6 years","RENT",26400,"Not Verified","11-Oct","debt_consolidation","FL",17.46,0,0,"0"
14000," 60 months",7.9,283.2,"A","A4","7 years","MORTGAGE",53000,"Not Verified","11-Nov","debt_consolidation","CT",27.74,0,0,"0"
9000," 36 months",12.69,301.91,"B","B5","2 years","MORTGAGE",60000,"Not Verified","11-Oct","credit_card","FL",19.52,0,1,"0"
13700," 36 months",6.03,416.97,"A","A1","10+ years","MORTGAGE",50000,"Verified","11-Nov","credit_card","HI",25.13,0,0,"0"
28000," 36 months",7.9,876.13,"A","A4","3 years","RENT",96000,"Verified","11-Nov","debt_consolidation","NY",3.8,0,1,"0"
9950," 36 months",15.27,346.24,"C","C4","2 years","MORTGAGE",36400,"Verified","11-Oct","debt_consolidation","GA",23.54,0,1,"1"
35000," 60 months",11.71,773.44,"B","B3","6 years","MORTGAGE",75000,"Verified","11-Nov","debt_consolidation","VA",11.41,0,0,"0"
12000," 60 months",12.69,271.14,"B","B5","10+ years","MORTGAGE",63500,"Source Verified","11-Nov","debt_consolidation","FL",17.65,0,0,"1"
6000," 36 months",6.03,182.62,"A","A1","< 1 year","OWN",21600,"Source Verified","11-Oct","car","MI",0,0,0,"0"
15000," 60 months",19.91,396.66,"E","E4","10+ years","OWN",86000,"Verified","11-Nov","credit_card","NY",20.99,0,1,"1"
21750," 60 months",12.42,488.45,"B","B4","< 1 year","OWN",43500,"Verified","11-Nov","debt_consolidation","AL",21.88,0,2,"1"
24000," 36 months",14.27,823.42,"C","C2","2 years","RENT",206000,"Source Verified","11-Oct","debt_consolidation","NV",15.23,0,2,"0"
11200," 36 months",14.27,384.26,"C","C2","4 years","RENT",46000,"Verified","11-Oct","debt_consolidation","AZ",9.76,0,0,"0"
6000," 60 months",17.27,149.99,"D","D3","4 years","MORTGAGE",32346,"Not Verified","11-Oct","car","NJ",10.28,0,2,"1"
6500," 36 months",8.9,206.4,"A","A5","3 years","MORTGAGE",22000,"Verified","11-Oct","home_improvement","NC",19.71,0,1,"0"
28000," 60 months",14.27,655.44,"C","C2","< 1 year","RENT",75000,"Verified","11-Nov","credit_card","PA",19.86,0,0,"0"
35000," 36 months",12.42,1169.54,"B","B4","6 years","MORTGAGE",165000,"Verified","11-Oct","home_improvement","CA",2.92,0,0,"0"
14000," 36 months",6.03,426.1,"A","A1","6 years","MORTGAGE",124000,"Verified","11-Oct","home_improvement","NJ",8.48,0,0,"0"
23000," 60 months",10.65,496.08,"B","B2","6 years","MORTGAGE",107500,"Verified","11-Nov","other","VA",6.4,0,0,"1"
7000," 36 months",6.62,214.93,"A","A2","5 years","MORTGAGE",43000,"Verified","11-Oct","home_improvement","FL",4.41,0,4,"0"
5000," 36 months",6.03,152.18,"A","A1","n/a","MORTGAGE",95000,"Source Verified","11-Nov","home_improvement","NY",13.26,0,3,"0"
10800," 36 months",7.51,336,"A","A3","10+ years","MORTGAGE",51000,"Verified","11-Oct","home_improvement","FL",17.06,0,1,"1"
5375," 36 months",13.49,182.38,"C","C1","< 1 year","OWN",20868,"Source Verified","11-Oct","debt_consolidation","GA",18.23,0,1,"0"
15000," 60 months",16.77,370.94,"D","D2","< 1 year","RENT",72000,"Verified","11-Nov","small_business","AL",20.5,0,0,"0"
7500," 36 months",8.9,238.15,"A","A5","10+ years","MORTGAGE",150000,"Verified","11-Nov","credit_card","NY",7.85,0,1,"0"
15000," 60 months",19.03,389.36,"E","E2","10+ years","MORTGAGE",86945,"Verified","11-Nov","small_business","IL",10.72,1,3,"0"
12800," 60 months",16.77,316.54,"D","D2","9 years","MORTGAGE",81708,"Source Verified","11-Nov","home_improvement","TX",14.22,1,1,"0"
20000," 36 months",8.9,635.07,"A","A5","6 years","RENT",72000,"Verified","11-Oct","moving","NY",7.8,0,2,"0"
4000," 36 months",8.9,127.02,"A","A5","10+ years","RENT",62500,"Not Verified","11-Oct","debt_consolidation","MO",15.84,1,0,"0"
5150," 60 months",18.64,132.58,"E","E1","1 year","RENT",34992,"Source Verified","11-Nov","debt_consolidation","NY",17.59,0,3,"0"
5000," 36 months",12.69,167.73,"B","B5","6 years","RENT",39000,"Not Verified","11-Oct","major_purchase","CA",12.65,1,1,"0"
10000," 36 months",6.62,307.04,"A","A2","n/a","RENT",20000,"Verified","11-Oct","house","FL",2.4,1,0,"0"
8000," 36 months",12.69,268.36,"B","B5","8 years","MORTGAGE",120000,"Source Verified","11-Oct","credit_card","CA",20.14,0,0,"0"
8000," 36 months",12.42,267.33,"B","B4","4 years","RENT",20000,"Source Verified","11-Oct","car","CA",4.74,0,1,"0"
12000," 36 months",9.91,386.7,"B","B1","7 years","RENT",60000,"Verified","11-Oct","major_purchase","NM",18.32,0,2,"0"
4500," 36 months",6.62,138.17,"A","A2","10+ years","MORTGAGE",125000,"Verified","11-Oct","renewable_energy","IL",4.16,0,1,"0"
8875," 36 months",10.65,289.09,"B","B2","8 years","RENT",24000,"Verified","11-Oct","major_purchase","NY",22.15,0,1,"0"
12800," 60 months",17.27,319.98,"D","D3","2 years","RENT",46200,"Source Verified","11-Oct","credit_card","TX",15.12,0,0,"0"
10600," 36 months",15.96,372.46,"C","C5","7 years","MORTGAGE",47000,"Source Verified","11-Oct","debt_consolidation","KS",16.03,0,1,"0"
1500," 36 months",6.03,45.66,"A","A1","4 years","RENT",22968,"Not Verified","11-Oct","debt_consolidation","CA",28.34,0,3,"0"
6250," 36 months",9.91,201.41,"B","B1","n/a","RENT",16000,"Source Verified","11-Oct","credit_card","MD",11.85,0,0,"0"
7500," 36 months",12.69,251.59,"B","B5","10+ years","MORTGAGE",84000,"Source Verified","11-Oct","credit_card","CA",13.59,0,2,"0"
7800," 36 months",7.9,244.07,"A","A4","6 years","MORTGAGE",58600,"Not Verified","11-Oct","debt_consolidation","OH",7.42,0,1,"0"
20000," 36 months",7.9,625.81,"A","A4","4 years","MORTGAGE",100800,"Verified","11-Oct","debt_consolidation","CA",5.26,0,1,"0"
10000," 36 months",14.27,343.09,"C","C2","10+ years","RENT",42000,"Verified","11-Oct","debt_consolidation","TX",23.43,0,2,"0"
2000," 36 months",7.9,62.59,"A","A4","5 years","MORTGAGE",93000,"Not Verified","11-Oct","other","SD",21.23,0,0,"0"
5000," 36 months",10.65,162.87,"B","B2","3 years","MORTGAGE",48000,"Not Verified","11-Oct","home_improvement","CA",2.3,0,0,"0"
2400," 36 months",7.9,75.1,"A","A4","4 years","RENT",30720,"Not Verified","11-Oct","credit_card","CA",15.23,0,0,"0"
10400," 36 months",8.9,330.24,"A","A5","4 years","MORTGAGE",67000,"Verified","11-Oct","debt_consolidation","VA",5.25,0,0,"0"
25000," 36 months",12.69,838.63,"B","B5","6 years","RENT",92000,"Verified","11-Oct","debt_consolidation","MA",19.06,0,0,"0"
9200," 36 months",6.62,282.48,"A","A2","6 years","RENT",30000,"Not Verified","11-Oct","debt_consolidation","OR",20.84,0,1,"0"
8450," 36 months",11.71,279.5,"B","B3","n/a","RENT",21040.2,"Verified","11-Oct","debt_consolidation","CA",16.69,0,1,"0"
12400," 36 months",7.51,385.78,"A","A3","10+ years","MORTGAGE",77000,"Not Verified","11-Nov","debt_consolidation","OH",25.98,0,1,"0"
8000," 36 months",8.9,254.03,"A","A5","3 years","RENT",27000,"Source Verified","11-Oct","small_business","WA",9.24,0,0,"1"
3600," 36 months",13.49,122.15,"C","C1","4 years","OWN",32000,"Verified","11-Oct","home_improvement","VA",16.46,2,0,"0"
2000," 36 months",11.71,66.16,"B","B3","7 years","RENT",33600,"Not Verified","11-Oct","debt_consolidation","CA",14.63,0,0,"0"
16000," 60 months",15.27,382.92,"C","C4","1 year","MORTGAGE",55536,"Not Verified","11-Nov","debt_consolidation","VT",15.13,0,2,"1"
16000," 60 months",16.77,395.67,"D","D2","1 year","RENT",62000,"Not Verified","11-Nov","other","CA",16.65,0,0,"0"
1200," 36 months",11.71,39.7,"B","B3","3 years","RENT",20000,"Source Verified","11-Nov","debt_consolidation","CO",6.54,0,0,"1"
4000," 36 months",6.62,122.82,"A","A2","n/a","MORTGAGE",42000,"Not Verified","11-Oct","car","CA",12.49,0,1,"1"
3000," 36 months",6.03,91.31,"A","A1","n/a","MORTGAGE",90000,"Verified","11-Oct","debt_consolidation","NY",11.03,0,0,"0"
16800," 36 months",7.51,522.67,"A","A3","4 years","OWN",69500,"Verified","11-Oct","debt_consolidation","CT",22.8,0,0,"0"
15000," 60 months",11.71,331.48,"B","B3","2 years","MORTGAGE",80000,"Verified","11-Nov","home_improvement","CO",5.28,0,0,"0"
8000," 60 months",12.42,179.66,"B","B4","4 years","RENT",38000,"Verified","11-Oct","other","NY",2.08,0,0,"1"
12000," 36 months",16.77,426.47,"D","D2","n/a","RENT",60000,"Verified","11-Oct","debt_consolidation","GA",11.12,0,1,"1"
12000," 36 months",6.62,368.45,"A","A2","10+ years","MORTGAGE",92000,"Not Verified","11-Oct","debt_consolidation","NJ",7.88,0,0,"0"
12000," 36 months",6.62,368.45,"A","A2","5 years","RENT",60000,"Verified","11-Oct","debt_consolidation","MA",27.84,0,1,"0"
32000," 36 months",19.03,1173.48,"E","E2","10+ years","MORTGAGE",68000,"Source Verified","11-Oct","debt_consolidation","NH",4.55,0,1,"0"
34000," 60 months",19.91,899.1,"E","E4","10+ years","MORTGAGE",243000,"Verified","11-Nov","other","TX",15.59,0,0,"0"
14300," 36 months",9.91,460.82,"B","B1","8 years","MORTGAGE",52000,"Verified","11-Oct","debt_consolidation","WI",25.11,0,0,"1"
14000," 36 months",6.62,429.86,"A","A2","4 years","RENT",58000,"Verified","11-Oct","credit_card","NY",17.81,0,1,"0"
30000," 60 months",13.49,690.15,"C","C1","10+ years","RENT",60000,"Verified","11-Nov","small_business","WA",14.16,0,2,"0"
35000," 60 months",19.03,908.5,"E","E2","10+ years","MORTGAGE",125000,"Verified","11-Nov","debt_consolidation","CA",18.06,0,1,"0"
9600," 36 months",16.77,341.17,"D","D2","5 years","RENT",45000,"Source Verified","11-Nov","debt_consolidation","CA",5.68,0,2,"1"
6800," 36 months",7.51,211.56,"A","A3","< 1 year","RENT",60000,"Source Verified","11-Oct","small_business","TX",21.74,0,0,"0"
5000," 36 months",7.9,156.46,"A","A4","6 years","RENT",34000,"Not Verified","11-Oct","major_purchase","MO",10.02,0,1,"0"
12000," 36 months",11.71,396.92,"B","B3","1 year","RENT",84000,"Verified","11-Oct","car","FL",17.81,0,0,"0"
15000," 36 months",9.91,483.38,"B","B1","2 years","MORTGAGE",58000,"Verified","11-Oct","debt_consolidation","DE",24.41,0,1,"0"
10000," 36 months",13.49,339.31,"C","C1","3 years","MORTGAGE",30000,"Not Verified","11-Oct","home_improvement","CA",4.76,0,0,"1"
35000," 36 months",17.27,1252.56,"D","D3","2 years","MORTGAGE",90000,"Verified","11-Nov","small_business","NV",17.49,0,2,"1"
9000," 36 months",12.42,300.74,"B","B4","2 years","RENT",77800,"Source Verified","11-Oct","debt_consolidation","MA",3.05,0,0,"0"
13750," 36 months",6.03,418.49,"A","A1","< 1 year","MORTGAGE",76875,"Source Verified","11-Oct","credit_card","VA",6.99,0,0,"0"
12025," 36 months",10.65,391.7,"B","B2","3 years","MORTGAGE",80000,"Source Verified","11-Oct","credit_card","IL",16.13,0,2,"0"
12000," 36 months",13.49,407.17,"C","C1","< 1 year","RENT",50000,"Not Verified","11-Oct","debt_consolidation","VA",9.48,0,1,"0"
24000," 36 months",7.51,746.66,"A","A3","2 years","MORTGAGE",52800,"Verified","11-Oct","debt_consolidation","OH",11.55,0,0,"0"
4800," 36 months",6.03,146.1,"A","A1","7 years","MORTGAGE",50000,"Not Verified","11-Oct","debt_consolidation","CA",3.1,0,0,"0"
35000," 36 months",8.9,1111.37,"A","A5","10+ years","RENT",80000,"Verified","11-Oct","house","GA",9.53,0,3,"0"
23400," 60 months",21.67,641.9,"F","F3","5 years","RENT",55000,"Verified","11-Nov","debt_consolidation","CA",10.65,1,0,"0"
7000," 60 months",18.64,180.21,"E","E1","< 1 year","OWN",39000,"Verified","11-Oct","debt_consolidation","CA",9.75,0,0,"0"
15000," 36 months",6.03,456.54,"A","A1","10+ years","MORTGAGE",83886.4,"Source Verified","11-Oct","debt_consolidation","CA",14.63,0,0,"0"
12000," 60 months",11.71,265.18,"B","B3","4 years","MORTGAGE",85000,"Verified","11-Oct","home_improvement","GA",7.06,0,0,"0"
14500," 60 months",14.27,339.43,"C","C2","10+ years","MORTGAGE",39960,"Verified","11-Oct","debt_consolidation","VA",29.43,0,5,"0"
14975," 36 months",6.03,455.78,"A","A1","n/a","MORTGAGE",125000,"Verified","11-Oct","moving","VA",20.24,0,0,"0"
14000," 60 months",21.67,384.05,"F","F3","5 years","RENT",65000,"Source Verified","11-Nov","small_business","MO",2.66,2,1,"0"
14000," 36 months",16.29,494.21,"D","D1","3 years","MORTGAGE",61000,"Verified","11-Oct","debt_consolidation","CA",19.93,0,0,"0"
1500," 36 months",16.29,52.96,"D","D1","< 1 year","OWN",48000,"Not Verified","11-Oct","debt_consolidation","TX",8.97,0,3,"1"
16800," 60 months",18.25,428.9,"D","D5","5 years","MORTGAGE",82296,"Verified","11-Nov","other","FL",13.41,1,0,"0"
13000," 60 months",14.65,306.89,"C","C3","8 years","RENT",178000,"Verified","11-Oct","debt_consolidation","CA",10.89,0,2,"0"
20000," 36 months",7.9,625.81,"A","A4","10+ years","OWN",68000,"Verified","11-Oct","other","PA",16.66,0,1,"0"
25000," 60 months",14.65,590.17,"C","C3","< 1 year","RENT",70000,"Verified","11-Nov","debt_consolidation","MA",21.98,0,6,"0"
10000," 36 months",8.9,317.54,"A","A5","10+ years","RENT",54000,"Source Verified","11-Oct","small_business","KS",6.49,0,0,"0"
14000," 36 months",6.03,426.1,"A","A1","5 years","MORTGAGE",180000,"Verified","11-Oct","home_improvement","TX",5.17,0,0,"0"
20000," 60 months",23.91,574.32,"G","G4","< 1 year","MORTGAGE",90000,"Verified","11-Nov","debt_consolidation","WA",13.91,0,1,"0"
14500," 60 months",14.65,342.3,"C","C3","9 years","MORTGAGE",88080,"Verified","11-Nov","debt_consolidation","MD",19.3,0,3,"1"
5850," 60 months",17.58,147.22,"D","D4","1 year","RENT",60000,"Source Verified","11-Oct","major_purchase","NJ",13.12,0,1,"1"
4000," 36 months",20.89,150.48,"F","F1","7 years","MORTGAGE",70000,"Not Verified","11-Oct","other","TX",14.97,1,2,"1"
2400," 36 months",6.03,73.05,"A","A1","< 1 year","RENT",50000,"Not Verified","11-Oct","medical","AZ",14.59,0,0,"0"
19700," 36 months",7.9,616.42,"A","A4","< 1 year","MORTGAGE",78000,"Source Verified","11-Oct","debt_consolidation","SC",13.57,0,0,"0"
5800," 36 months",6.62,178.09,"A","A2","n/a","RENT",26988,"Verified","11-Oct","wedding","NC",20.81,0,0,"1"
11100," 60 months",17.58,279.34,"D","D4","5 years","OWN",30000,"Not Verified","11-Oct","debt_consolidation","TX",23.68,0,2,"0"
15000," 36 months",8.9,476.3,"A","A5","6 years","MORTGAGE",294000,"Verified","11-Nov","small_business","NC",2.05,0,1,"0"
12000," 60 months",18.25,306.36,"D","D5","8 years","MORTGAGE",180000,"Source Verified","11-Oct","debt_consolidation","NJ",12.51,0,3,"0"
3000," 36 months",8.9,95.26,"A","A5","2 years","MORTGAGE",22800,"Not Verified","11-Oct","debt_consolidation","WA",14.26,4,1,"1"
6000," 36 months",6.03,182.62,"A","A1","1 year","RENT",84996,"Source Verified","11-Oct","debt_consolidation","TX",10.65,0,0,"0"
2500," 36 months",9.91,80.57,"B","B1","n/a","OWN",23964,"Verified","11-Oct","debt_consolidation","PA",10.72,0,1,"0"
6000," 36 months",8.9,190.52,"A","A5","n/a","OWN",36000,"Not Verified","11-Oct","debt_consolidation","CA",20.27,0,0,"0"
12000," 36 months",6.03,365.23,"A","A1","10+ years","MORTGAGE",72000,"Verified","11-Nov","debt_consolidation","CA",15.37,0,0,"0"
12800," 60 months",18.64,329.51,"E","E1","10+ years","MORTGAGE",80000,"Source Verified","11-Oct","debt_consolidation","CO",12,0,1,"0"
9400," 36 months",8.9,298.49,"A","A5","6 years","RENT",33000,"Not Verified","11-Oct","debt_consolidation","IL",8.91,1,0,"1"
27000," 60 months",19.42,706.65,"E","E3","2 years","MORTGAGE",95000,"Source Verified","11-Nov","other","MA",14.51,0,0,"0"
27500," 60 months",19.42,719.74,"E","E3","7 years","RENT",55000,"Verified","11-Nov","small_business","AZ",8.01,0,0,"0"
20000," 36 months",11.71,661.52,"B","B3","8 years","MORTGAGE",60000,"Verified","11-Oct","debt_consolidation","NY",20.89,0,0,"0"
15000," 36 months",7.9,469.36,"A","A4","3 years","RENT",80000,"Source Verified","11-Oct","credit_card","CA",9.08,0,0,"1"
7000," 36 months",12.69,234.82,"B","B5","1 year","RENT",25000,"Not Verified","11-Oct","debt_consolidation","NJ",16.51,0,1,"0"
12000," 60 months",15.27,287.19,"C","C4","6 years","OWN",46750,"Source Verified","11-Nov","debt_consolidation","CA",16.33,0,3,"0"
3000," 36 months",8.9,95.26,"A","A5","10+ years","MORTGAGE",42000,"Not Verified","11-Oct","medical","NC",13.6,0,0,"0"
10000," 36 months",10.65,325.74,"B","B2","4 years","MORTGAGE",45000,"Not Verified","11-Oct","home_improvement","OK",14.69,0,0,"0"
35000," 60 months",12.69,790.82,"B","B5","2 years","RENT",185000,"Source Verified","11-Nov","debt_consolidation","FL",13.32,0,1,"0"
6000," 36 months",6.03,182.62,"A","A1","10+ years","MORTGAGE",41000,"Not Verified","11-Oct","other","FL",10.42,0,0,"0"
10000," 36 months",6.62,307.04,"A","A2","5 years","MORTGAGE",46000,"Source Verified","11-Oct","debt_consolidation","KS",9,0,0,"0"
16000," 60 months",20.89,431.87,"F","F1","2 years","RENT",94000,"Source Verified","11-Nov","debt_consolidation","NY",8.04,1,0,"0"
4000," 36 months",13.49,135.73,"C","C1","6 years","RENT",34800,"Not Verified","11-Oct","debt_consolidation","KY",21.21,0,3,"0"
13000," 36 months",12.69,436.09,"B","B5","7 years","MORTGAGE",130000,"Source Verified","11-Oct","debt_consolidation","NC",10.64,0,1,"0"
20000," 36 months",7.51,622.22,"A","A3","n/a","MORTGAGE",2e+05,"Verified","11-Oct","small_business","VA",13.5,1,0,"0"
27000," 36 months",7.9,844.84,"A","A4","5 years","MORTGAGE",54000,"Verified","11-Oct","small_business","CA",7.78,0,2,"0"
9000," 36 months",8.9,285.78,"A","A5","9 years","RENT",112440,"Not Verified","11-Oct","car","PA",14.11,0,0,"0"
6000," 36 months",11.71,198.46,"B","B3","7 years","RENT",85000,"Not Verified","11-Oct","other","CA",7.56,0,1,"0"
3100," 36 months",7.9,97,"A","A4","7 years","MORTGAGE",53000,"Not Verified","11-Oct","other","OK",10.14,1,0,"0"
5000," 36 months",7.51,155.56,"A","A3","2 years","MORTGAGE",80000,"Source Verified","11-Oct","credit_card","WA",13.45,0,0,"0"
16000," 60 months",19.91,423.11,"E","E4","10+ years","MORTGAGE",78000,"Verified","11-Oct","debt_consolidation","KY",18.38,0,2,"1"
16800," 36 months",12.42,561.38,"B","B4","8 years","RENT",125000,"Verified","11-Oct","car","OR",17.34,0,3,"0"
5000," 36 months",9.91,161.13,"B","B1","5 years","MORTGAGE",36000,"Not Verified","11-Oct","debt_consolidation","MO",1.5,0,1,"0"
12350," 36 months",6.62,379.2,"A","A2","10+ years","MORTGAGE",105000,"Source Verified","11-Oct","credit_card","CA",3.23,0,0,"0"
13000," 60 months",8.9,269.23,"A","A5","10+ years","RENT",35000,"Source Verified","11-Nov","other","NY",16.9,0,0,"0"
6000," 60 months",17.27,149.99,"D","D3","1 year","RENT",68000,"Source Verified","11-Oct","credit_card","OH",20.45,0,2,"0"
3900," 36 months",11.71,129,"B","B3","8 years","MORTGAGE",84000,"Source Verified","11-Oct","debt_consolidation","AL",8,1,0,"0"
6400," 36 months",7.51,199.11,"A","A3","3 years","MORTGAGE",34500,"Not Verified","11-Oct","debt_consolidation","FL",12.03,0,1,"0"
12000," 36 months",6.03,365.23,"A","A1","9 years","MORTGAGE",74000,"Verified","11-Oct","credit_card","NY",16.06,0,0,"0"
8900," 36 months",11.71,294.38,"B","B3","3 years","MORTGAGE",120000,"Verified","11-Oct","other","NY",1.18,1,2,"0"
18000," 36 months",8.9,571.56,"A","A5","4 years","MORTGAGE",38000,"Verified","11-Oct","debt_consolidation","AZ",9.79,0,2,"0"
16800," 36 months",16.77,597.05,"D","D2","6 years","RENT",75000,"Verified","11-Oct","debt_consolidation","AZ",7.34,1,1,"1"
15000," 36 months",7.9,469.36,"A","A4","10+ years","MORTGAGE",50000,"Not Verified","11-Oct","other","MA",23.71,0,0,"0"
35000," 60 months",19.91,925.54,"E","E4","6 years","MORTGAGE",75000,"Verified","11-Nov","debt_consolidation","AL",13.65,0,1,"1"
20000," 60 months",15.96,485.94,"C","C5","10+ years","MORTGAGE",98000,"Verified","11-Nov","debt_consolidation","PA",20.29,2,1,"1"
